llc_references,llc_misses,instructions,cycles
411452,179534,3655874206,1427795731
398009,172887,3588799126,1400049714
399675,170934,3646841804,1422296345
391488,177128,3620172117,1412983766
331128,177202,3628264695,1414316305
304164,177687,3637353617,1417645427
416289,178741,3655001505,1428132388
379270,173569,3568638835,1391410756
294103,173868,3672748549,1427950269
317305,176591,3633898443,1414606377
359192,177268,3640155970,1416913325
359638,182871,3674454756,1430067600
314040,176798,3610758580,1404337637
242521,175401,3670248951,1422038856
341028,172909,3652688612,1417961589
378840,179122,3637951632,1414469101
314326,178669,3651937756,1417095141
281990,176049,3611691521,1402985568
296223,177647,3655215668,1417554936
327439,169787,3668941212,1422548157
324929,177745,3607737301,1399887931
300088,175164,3658668741,1418255354
305537,179609,3694441726,1433996633
320159,181831,3693050545,1432907775
289908,175945,3649852591,1415388318
356430,170476,3632254926,1410246218
273327,177123,3648412402,1413547814
361000,176445,3599881565,1400512526
371009,181874,3676281616,1428564994
406654,177620,3681757345,1431051466
216924,172601,3674834326,1421853934
302687,173354,3621636352,1403160489
325917,176770,3650313135,1418422340
322622,183010,3672842771,1426451379
314098,180304,3694652240,1433072295
384128,174299,3564371343,1386719261
305328,172967,3703033915,1436955778
330090,182534,3637641186,1414231738
279222,180585,3666968676,1421865757
367972,179404,3686233657,1431877441
291472,177566,3618401697,1403991227
425202,176205,3644303714,1417921696
214844,170050,3657291854,1416693633
310739,178971,3643563288,1420327135
331753,178561,3660820140,1419729751
332637,179431,3654716249,1418587212
283734,178107,3657990556,1418353212
271349,173002,3706603414,1437006023
324922,178317,3686617874,1429711169
284015,178152,3696438880,1434677123
351180,179182,3677697433,1432927248
317331,179797,3687110294,1432671071
554207,177787,3650606363,1424303849
226357,176582,3712956110,1436257884
273332,176842,3659144421,1418900162
350512,178982,3607148808,1400979772
285483,180658,3656832511,1417554564
281371,174574,3624235557,1405178378
361296,180526,3683062917,1429574334
232594,170243,3715363027,1436985130
308937,177935,3652282203,1417080719
290458,174347,3663483078,1418760126
289196,176174,3620298848,1403805794
473602,186141,3664507661,1428380830
276758,177345,3654611538,1416399983
128024,42865,39094286,19019030
