r016,r013,instructions,cycles,gr3d,gr3d_freq,emc,emc_freq
50773355,440403533,941443519,1223761205,0,1300,1,1866
38036820,331555804,721265084,918646306,0,1300,1,1866
20543570,280535042,660502147,682589066,0,1300,1,1866
20132054,309586348,1146490462,1080061443,0,1300,1,1866
46998406,442701396,1028017541,1157342456,0,1300,0,1866
34641306,469867575,1141298784,1059703872,0,1300,0,1866
46632185,439022452,1146713233,1111876273,0,1300,0,1866
51171630,441711118,987703711,1206496980,0,1300,0,1866
54196731,468757338,1011916514,1276104808,0,1300,0,1866
50020873,412605633,1015282119,1118832106,0,1300,0,1866
48683679,401014511,880205771,1079450601,0,1300,0,1866
28808426,255966918,606044234,727305154,0,1300,0,1866
24065811,198136467,448599527,567200423,0,1300,0,1866
27991291,247844653,577407444,676962890,0,1300,0,1866
33022569,270356908,625999003,764704593,0,1300,0,1866
26893391,290292450,994097164,1039742642,0,1300,0,1866
34955981,408591605,1107140008,1117029702,0,1300,0,1866
34506557,427483114,1154618822,1063435148,0,1300,0,1866
22390264,271445336,1133704847,1154163403,0,1300,0,1866
46500560,458190885,1035016479,1160099980,0,1300,0,1866
55088798,426098773,899780101,1230474777,0,1300,0,1866
44996716,334179558,717658904,978059046,0,1300,0,1866
50373770,331105101,735714206,1054509121,0,1300,0,1866
49417537,340643256,775285702,1062678070,0,1300,0,1866
64037482,487795974,1007748638,1191782523,0,1300,0,1866
41194315,417346240,1045206715,1114637329,0,1300,0,1866
45670760,413353406,923339566,1062490925,0,1300,0,1866
44477236,389558794,849981122,1055651056,0,1300,0,1866
43498102,332783963,757952486,981627341,0,1300,0,1866
32905188,242726785,538632348,713431621,0,1300,0,1866
32077776,237016236,527704675,701585552,0,1300,0,1866
26618514,219092270,487743343,630625763,0,1300,0,1866
22527129,164614735,367573092,502734947,0,1300,0,1866
30818808,267714144,573002352,720771781,0,1300,0,1866
47324542,362133406,783755591,1028230143,0,1300,0,1866
20369885,146931894,346224749,452291980,0,1300,0,1866
38659448,330981680,728638440,931918256,0,1300,0,1866
16356300,131274405,309111345,392061397,0,1300,0,1866
22101723,164717950,375163206,511365593,0,1300,0,1866
31690003,247415114,555210003,720009822,0,1300,0,1866
25215308,241321091,615508080,716885338,0,1300,0,1866
37127398,297608981,651038595,858610594,0,1300,0,1866
27723696,208172174,472229515,637157141,0,1300,0,1866
25051084,198487345,454811239,589671751,0,1300,0,1866
46229885,350619076,760560022,1069018239,0,1300,0,1866
40528991,291736673,678281225,875164959,0,1300,0,1866
37408221,408605978,825623516,917181345,0,1300,0,1866
31079990,407568842,980321501,986992791,0,1300,0,1866
39233632,260777395,579401650,834210019,0,1300,0,1866
34580988,272890900,618361890,836357464,0,1300,0,1866
51695828,343386542,730791430,998246500,0,1300,0,1866
48024173,368800761,788625779,1085882844,0,1300,0,1866
65146352,404350374,939625913,1287595346,0,1300,0,1866
70250756,412024024,1012443590,1338169064,0,1300,0,1866
41514364,327273634,753358330,978680432,0,1300,0,1866
24634952,211074954,544372084,652150126,0,1300,0,1866
28976818,210062595,477821687,638583111,0,1300,0,1866
29143824,288293327,680995219,738327289,0,1300,0,1866
20544089,140849479,332423938,430151013,0,1300,0,1866
34586607,215278428,466669791,693374887,0,1300,0,1866
40127453,263762359,582931954,818116592,0,1300,0,1866
46620353,330466944,706422142,1012059350,0,1300,0,1866
46053336,341684335,786395222,1020691966,0,1300,0,1866
54782393,326061835,700007658,1072044936,0,1300,0,1866
52809324,315502227,690618813,1059015699,0,1300,0,1866
51052927,424147059,952066669,1159410732,0,1300,0,1866
69206611,349662273,762022358,1228463036,0,1300,0,1866
60424659,332239677,760245778,1150161725,0,1300,0,1866
82937790,271180009,640189702,1200923442,0,1300,0,1866
81685950,321460911,724820057,1244962705,0,1300,0,1866
68330271,430088700,984614274,1244242583,0,1300,0,1866
60198042,442246448,1020574755,1201528049,3,1300,1,1866
17042189,133949310,300788464,402406729,0,1300,1,1866
3277723,39352856,97768955,104390693,0,1300,0,1866
