llc_references,llc_misses,instructions,cycles
4840931,307468,1856306874,1437348142
4872199,306642,1853407018,1437361357
4834597,308634,1858935336,1437038558
4839952,308205,1858204990,1437363364
4855936,308618,1857807471,1437049668
4871286,307527,1854114494,1437234656
4846312,308054,1857575862,1437363856
4877092,307840,1849987150,1437389127
4860680,308564,1854822087,1437394033
4854429,308955,1853640986,1437360145
4923351,308793,1844456335,1437343709
4868607,307692,1852557378,1437360358
4875631,309200,1852301023,1437052009
4829578,308517,1858757652,1437344246
4872509,306606,1849431723,1437013620
4855081,306636,1853172777,1437192651
4832270,307659,1857974384,1437361704
4878264,307656,1853444937,1437380525
4862577,307413,1853226312,1437398671
4860496,310706,1856431982,1437380483
4866943,308598,1854478046,1437348612
4826619,308387,1857887617,1437387457
4848834,308653,1853817183,1437056745
4878100,306219,1849116155,1437392331
4845592,309929,1856133450,1437038754
4854809,306570,1853839655,1437258536
4841501,310272,1860398982,1437349596
4854263,309123,1857447864,1437395522
4848788,308053,1856048346,1437398911
4877951,308833,1852544947,1437361191
4849279,308678,1855085583,1437324380
4841700,308372,1857380120,1437345701
4847332,309207,1855586803,1437004840
4856359,306033,1854042816,1437331047
4852160,306996,1853931709,1437017536
4914464,307039,1845780144,1437251316
4873894,309883,1856012379,1437330691
4832346,309655,1859717093,1437358517
4885064,305242,1848132139,1437363008
4851032,309910,1857082579,1437357288
4844077,308499,1854965397,1437316996
4838252,309585,1860020750,1437333248
4857554,308006,1852786661,1437004298
4860777,307482,1851598354,1437342389
4835973,308172,1856121012,1437017240
4833527,310065,1858410150,1437412826
4882241,306834,1850094904,1437421245
4827378,307923,1859230071,1437421544
4843741,310148,1855578310,1437396187
4891708,309295,1851494336,1437446103
4867221,310864,1855238863,1437420221
4797397,303523,1816908896,1412988834
4846128,311786,1859355487,1437005529
4856824,308187,1854520247,1437424313
4843817,309639,1856015475,1437049165
4853953,309275,1856447989,1437178173
4851999,310030,1855692295,1437304290
4850543,307138,1854925066,1437329569
4854167,310223,1857596806,1437180879
4839107,311714,1859465146,1437351553
4903012,308263,1850229738,1437315210
4843442,310320,1859398028,1437360417
4829724,309052,1857411707,1437054744
4851434,309659,1857802147,1437391747
4858276,309378,1855015783,1436992091
4857912,308948,1853500419,1437318417
4739181,302953,1823764600,1412898692
4844150,310084,1857775021,1437354089
4834757,306727,1858665263,1437433181
4843478,312034,1860974584,1437304488
4871738,309579,1854766355,1437294430
4857117,308428,1855301004,1437353825
4852830,308652,1854567159,1437009160
4869741,308269,1852083159,1437350352
4876055,308872,1850181120,1437037986
4855087,311514,1856508388,1437265494
4849785,308493,1855186965,1437387045
4859883,308832,1853503953,1437405401
4859018,309605,1855109506,1437387587
4843966,310250,1858198198,1437373592
4873745,308310,1852464121,1437356262
4892231,309020,1850722210,1437367208
4882141,311294,1853197490,1437029081
4885728,307582,1850040205,1437333901
4846155,311127,1857700792,1437011179
4891241,309155,1849410930,1437316535
4879681,310435,1854381519,1437326912
4845464,311308,1862017005,1437358818
4900799,308740,1848913263,1437340033
4838915,308094,1858692787,1437130295
4850088,310881,1856540782,1437250660
4804925,304455,1839276175,1437264353
4887554,307241,1845968387,1436921575
4875147,306851,1851903605,1437354813
4850546,308783,1855535285,1436994908
4845781,310673,1858568234,1437255042
4862558,309673,1855915106,1437343676
4837699,309005,1857855643,1437334231
4893492,308209,1849391314,1437329331
4815457,304422,1830723277,1423786835
4835652,310144,1860355384,1437318252
4862567,307591,1853485357,1437414926
4854617,309648,1856853173,1437065039
4839379,311092,1861338870,1437483145
4863517,308243,1851801225,1437068757
4854499,309930,1855606838,1437381539
4893702,307134,1850637581,1437395390
4884151,307998,1850928596,1437421745
4845377,310074,1861108163,1437497940
4847707,310507,1856871645,1437416178
4845060,311897,1860071621,1437348097
4871027,307898,1853312829,1437400127
4845997,310539,1857584983,1437061703
4859413,308242,1854623682,1437423741
4842945,309736,1859658441,1437139973
4911984,306867,1839813731,1435842147
4860626,308672,1856290422,1437438949
4850638,308700,1858178610,1437446256
4824439,308631,1847730905,1437448325
4688116,300467,1814620600,1437412468
4868610,306489,1850284092,1437374043
4845171,308494,1857666225,1437441846
4846946,311129,1857464690,1437067300
4835179,308319,1858250499,1437490591
4847389,309754,1857615548,1436982642
4867761,309769,1854314223,1437295640
4869302,308999,1854911091,1437346604
414355,30117,155527693,120714667
