llc_references,llc_misses,instructions,cycles
4951018,3112248,2386020812,1436389680
5050485,3108158,2376370888,1436860926
5083452,3116381,2372417851,1436160206
4950329,3109998,2387887318,1436685085
5053023,3109721,2376582656,1437130466
5030306,3119360,2381743825,1436535560
5005258,3101213,2380719795,1436976196
5010411,3120305,2380612980,1435947309
417657,237750,1091615423,772711553
38035,11395,1114292901,718078465
27453,6741,1176938710,718040622
26709,6741,1005394010,718324023
27895,10813,282167378,202414261
