llc_references,llc_misses,instructions,cycles
4809674,2605315,2410253469,1435977277
4850419,2577123,2416251044,1436836295
4881487,2580030,2420713370,1436870007
4731300,2599357,2408999518,1436812384
4831668,2569705,2417924976,1436898790
4811826,2601499,2411147675,1436031512
4868791,2600756,2398958809,1436219415
4772118,2605218,2407962429,1436843354
4841498,2591966,2406023274,1436944145
4856763,2586791,2404459084,1436892421
4825337,2599932,2416096794,1435652021
4804389,2581063,2418788264,1436770337
4795333,2551198,2433758838,1436866776
2069384,1093526,1581755864,1020477642
33647,11390,1058071804,718085954
34765,6861,1173348109,717535517
35403,8074,1063024918,718227925
33211,11769,625314173,449029043
